neobank_atm_id,competitor_atm_id,bank_name,distance_km
ATM_BMALL_01,COMP_GREEN_08,Green Bank,33.0029
ATM_BMALL_01,COMP_GREEN_09,Green Bank,5.2299
ATM_BMALL_01,COMP_GREEN_10,Green Bank,18.8338
ATM_BMALL_01,COMP_GREEN_11,Green Bank,8.0217
ATM_BMALL_01,COMP_GREEN_12,Green Bank,29.3303
ATM_BMALL_01,COMP_GREEN_13,Green Bank,10.9357
ATM_BMALL_01,COMP_GREEN_14,Green Bank,13.5463
ATM_BMALL_01,COMP_GREEN_15,Green Bank,7.7788
ATM_BMALL_01,COMP_GREEN_16,Green Bank,14.9688
ATM_BMALL_01,COMP_PURPLE_01,Purple Bank,10.4213
ATM_BMALL_01,COMP_PURPLE_02,Purple Bank,20.2004
ATM_BMALL_01,COMP_PURPLE_03,Purple Bank,3.6451
ATM_BMALL_01,COMP_PURPLE_04,Purple Bank,33.977
ATM_BMALL_01,COMP_PURPLE_05,Purple Bank,12.6379
ATM_BMALL_01,COMP_PURPLE_06,Purple Bank,19.7215
ATM_BMALL_01,COMP_PURPLE_07,Purple Bank,11.0766
ATM_BMALL_01,COMP_PURPLE_08,Purple Bank,24.8113
ATM_BMALL_01,COMP_PURPLE_09,Purple Bank,8.0632
ATM_BMALL_01,COMP_PURPLE_10,Purple Bank,14.9411
ATM_BMALL_01,COMP_PURPLE_11,Purple Bank,4.3257
ATM_BMALL_01,COMP_PURPLE_12,Purple Bank,36.2923
ATM_BMALL_01,COMP_PURPLE_13,Purple Bank,12.8251
ATM_BMALL_01,COMP_TEAL_01,Teal Bank,8.6866
ATM_BMALL_01,COMP_TEAL_02,Teal Bank,13.1386
ATM_BMALL_01,COMP_TEAL_03,Teal Bank,6.0796
ATM_BMALL_01,COMP_TEAL_04,Teal Bank,33.0161
ATM_BMALL_01,COMP_TEAL_05,Teal Bank,7.1528
ATM_BMALL_01,COMP_TEAL_06,Teal Bank,15.5337
ATM_BMALL_01,COMP_TEAL_07,Teal Bank,7.1397
ATM_BMALL_01,COMP_TEAL_08,Teal Bank,33.9097
ATM_BMALL_01,COMP_TEAL_09,Teal Bank,13.963
ATM_BMALL_01,COMP_TEAL_10,Teal Bank,19.5195
ATM_BMALL_01,COMP_TEAL_11,Teal Bank,2.5446
ATM_BMALL_01,COMP_TEAL_12,Teal Bank,33.205
ATM_BMALL_01,COMP_TEAL_13,Teal Bank,9.872
ATM_ATRIUM_01,COMP_RED_01,Red Bank,5.8623
ATM_ATRIUM_01,COMP_RED_02,Red Bank,16.2933
ATM_ATRIUM_01,COMP_RED_03,Red Bank,7.0038
ATM_ATRIUM_01,COMP_RED_04,Red Bank,21.0648
ATM_ATRIUM_01,COMP_RED_05,Red Bank,2.8133
ATM_ATRIUM_01,COMP_RED_06,Red Bank,11.0411
ATM_ATRIUM_01,COMP_RED_07,Red Bank,2.0575
ATM_ATRIUM_01,COMP_RED_08,Red Bank,16.417
ATM_ATRIUM_01,COMP_RED_09,Red Bank,11.3542
ATM_ATRIUM_01,COMP_RED_10,Red Bank,14.1805
ATM_ATRIUM_01,COMP_RED_11,Red Bank,2.4606
ATM_ATRIUM_01,COMP_RED_12,Red Bank,29.931
ATM_ATRIUM_01,COMP_RED_13,Red Bank,6.2961
ATM_ATRIUM_01,COMP_RED_14,Red Bank,14.8405
ATM_ATRIUM_01,COMP_RED_15,Red Bank,2.7537
ATM_ATRIUM_01,COMP_RED_16,Red Bank,31.2015
ATM_ATRIUM_01,COMP_RED_17,Red Bank,11.4732
ATM_ATRIUM_01,COMP_RED_18,Red Bank,15.4464
ATM_ATRIUM_01,COMP_RED_19,Red Bank,3.3733
ATM_ATRIUM_01,COMP_RED_20,Red Bank,9.3528
ATM_ATRIUM_01,COMP_RED_21,Red Bank,8.0561
ATM_ATRIUM_01,COMP_RED_22,Red Bank,12.698
ATM_ATRIUM_01,COMP_GOLD_01,Gold Bank,7.5965
ATM_ATRIUM_01,COMP_GOLD_02,Gold Bank,11.0121
ATM_ATRIUM_01,COMP_GOLD_03,Gold Bank,2.8239
ATM_ATRIUM_01,COMP_GOLD_04,Gold Bank,14.1878
ATM_ATRIUM_01,COMP_GOLD_05,Gold Bank,7.5251
ATM_ATRIUM_01,COMP_GOLD_06,Gold Bank,11.9446
ATM_ATRIUM_01,COMP_GOLD_07,Gold Bank,7.2904
ATM_ATRIUM_01,COMP_GOLD_08,Gold Bank,23.534
ATM_ATRIUM_01,COMP_GOLD_09,Gold Bank,3.2823
ATM_ATRIUM_01,COMP_GOLD_10,Gold Bank,16.9696
ATM_ATRIUM_01,COMP_GOLD_11,Gold Bank,4.4739
ATM_ATRIUM_01,COMP_GOLD_12,Gold Bank,25.1894
ATM_ATRIUM_01,COMP_GOLD_13,Gold Bank,10.0066
ATM_ATRIUM_01,COMP_GOLD_14,Gold Bank,13.3213
ATM_ATRIUM_01,COMP_GOLD_15,Gold Bank,8.8566
ATM_ATRIUM_01,COMP_GOLD_16,Gold Bank,25.1302
ATM_ATRIUM_01,COMP_GOLD_17,Gold Bank,11.6183
ATM_ATRIUM_01,COMP_GOLD_18,Gold Bank,18.6365
ATM_ATRIUM_01,COMP_GREEN_01,Green Bank,6.8763
ATM_ATRIUM_01,COMP_GREEN_02,Green Bank,12.4758
ATM_ATRIUM_01,COMP_GREEN_03,Green Bank,11.1814
ATM_ATRIUM_01,COMP_GREEN_04,Green Bank,9.5806
ATM_ATRIUM_01,COMP_GREEN_05,Green Bank,8.2876
ATM_ATRIUM_01,COMP_GREEN_06,Green Bank,15.1528
ATM_ATRIUM_01,COMP_GREEN_07,Green Bank,2.7029
ATM_ATRIUM_01,COMP_GREEN_08,Green Bank,31.002
ATM_ATRIUM_01,COMP_GREEN_09,Green Bank,3.0093
ATM_ATRIUM_01,COMP_GREEN_10,Green Bank,16.9395
ATM_ATRIUM_01,COMP_GREEN_11,Green Bank,5.4358
ATM_ATRIUM_01,COMP_GREEN_12,Green Bank,27.7238
ATM_ATRIUM_01,COMP_GREEN_13,Green Bank,8.0668
ATM_ATRIUM_01,COMP_GREEN_14,Green Bank,11.6359
ATM_ATRIUM_01,COMP_GREEN_15,Green Bank,4.7404
ATM_ATRIUM_01,COMP_GREEN_16,Green Bank,14.3207
ATM_ATRIUM_01,COMP_PURPLE_01,Purple Bank,8.1524
ATM_ATRIUM_01,COMP_PURPLE_02,Purple Bank,18.1911
ATM_ATRIUM_01,COMP_PURPLE_03,Purple Bank,5.2824
ATM_ATRIUM_01,COMP_PURPLE_04,Purple Bank,31.7761
ATM_ATRIUM_01,COMP_PURPLE_05,Purple Bank,10.1816
ATM_ATRIUM_01,COMP_PURPLE_06,Purple Bank,18.0737
ATM_ATRIUM_01,COMP_PURPLE_07,Purple Bank,10.75
ATM_ATRIUM_01,COMP_PURPLE_08,Purple Bank,22.2476
ATM_ATRIUM_01,COMP_PURPLE_09,Purple Bank,7.0813
ATM_ATRIUM_01,COMP_PURPLE_10,Purple Bank,13.1396
ATM_ATRIUM_01,COMP_PURPLE_11,Purple Bank,2.506
ATM_ATRIUM_01,COMP_PURPLE_12,Purple Bank,34.4744
ATM_ATRIUM_01,COMP_PURPLE_13,Purple Bank,9.9212
ATM_ATRIUM_01,COMP_TEAL_01,Teal Bank,5.9524
ATM_ATRIUM_01,COMP_TEAL_02,Teal Bank,11.0056
ATM_ATRIUM_01,COMP_TEAL_03,Teal Bank,3.0346
ATM_ATRIUM_01,COMP_TEAL_04,Teal Bank,30.8072
ATM_ATRIUM_01,COMP_TEAL_05,Teal Bank,5.6353
ATM_ATRIUM_01,COMP_TEAL_06,Teal Bank,13.857
ATM_ATRIUM_01,COMP_TEAL_07,Teal Bank,7.5529
ATM_ATRIUM_01,COMP_TEAL_08,Teal Bank,31.8296
ATM_ATRIUM_01,COMP_TEAL_09,Teal Bank,11.5026
ATM_ATRIUM_01,COMP_TEAL_10,Teal Bank,17.3287
ATM_ATRIUM_01,COMP_TEAL_11,Teal Bank,2.1193
ATM_ATRIUM_01,COMP_TEAL_12,Teal Bank,31.6955
ATM_ATRIUM_01,COMP_TEAL_13,Teal Bank,8.6392
ATM_AIRPORT_01,COMP_RED_01,Red Bank,8.965
ATM_AIRPORT_01,COMP_RED_02,Red Bank,4.1752
ATM_AIRPORT_01,COMP_RED_03,Red Bank,20.7522
ATM_AIRPORT_01,COMP_RED_04,Red Bank,27.613
ATM_AIRPORT_01,COMP_RED_05,Red Bank,12.0758
ATM_AIRPORT_01,COMP_RED_06,Red Bank,3.8904
ATM_AIRPORT_01,COMP_RED_07,Red Bank,16.3032
ATM_AIRPORT_01,COMP_RED_08,Red Bank,26.9376
ATM_AIRPORT_01,COMP_RED_09,Red Bank,7.4115
ATM_AIRPORT_01,COMP_RED_10,Red Bank,1.1735
ATM_AIRPORT_01,COMP_RED_11,Red Bank,12.285
ATM_AIRPORT_01,COMP_RED_12,Red Bank,38.004
ATM_AIRPORT_01,COMP_RED_13,Red Bank,8.733
ATM_AIRPORT_01,COMP_RED_14,Red Bank,3.1669
ATM_AIRPORT_01,COMP_RED_15,Red Bank,12.4711
ATM_AIRPORT_01,COMP_RED_16,Red Bank,36.3327
ATM_AIRPORT_01,COMP_RED_17,Red Bank,3.2495
ATM_AIRPORT_01,COMP_RED_18,Red Bank,2.5072
ATM_AIRPORT_01,COMP_RED_19,Red Bank,17.8104
ATM_AIRPORT_01,COMP_RED_20,Red Bank,19.4516
ATM_AIRPORT_01,COMP_RED_21,Red Bank,8.516
ATM_AIRPORT_01,COMP_RED_22,Red Bank,3.1126
ATM_AIRPORT_01,COMP_GOLD_01,Gold Bank,7.6262
ATM_AIRPORT_01,COMP_GOLD_02,Gold Bank,3.4903
ATM_AIRPORT_01,COMP_GOLD_03,Gold Bank,12.2207
ATM_AIRPORT_01,COMP_GOLD_04,Gold Bank,25.4009
ATM_AIRPORT_01,COMP_GOLD_05,Gold Bank,7.0267
ATM_AIRPORT_01,COMP_GOLD_06,Gold Bank,2.7498
ATM_AIRPORT_01,COMP_GOLD_07,Gold Bank,21.749
ATM_AIRPORT_01,COMP_GOLD_08,Gold Bank,33.483
ATM_AIRPORT_01,COMP_GOLD_09,Gold Bank,12.3192
ATM_AIRPORT_01,COMP_GOLD_10,Gold Bank,2.6978
ATM_AIRPORT_01,COMP_GOLD_11,Gold Bank,18.7257
ATM_AIRPORT_01,COMP_GOLD_12,Gold Bank,35.4743
ATM_AIRPORT_01,COMP_GOLD_13,Gold Bank,5.1658
ATM_AIRPORT_01,COMP_GOLD_14,Gold Bank,1.2821
ATM_AIRPORT_01,COMP_GOLD_15,Gold Bank,17.5392
ATM_AIRPORT_01,COMP_GOLD_16,Gold Bank,34.8529
ATM_AIRPORT_01,COMP_GOLD_17,Gold Bank,3.4954
ATM_AIRPORT_01,COMP_GOLD_18,Gold Bank,4.5269
ATM_AIRPORT_01,COMP_GREEN_01,Green Bank,9.4459
ATM_AIRPORT_01,COMP_GREEN_02,Green Bank,3.0888
ATM_AIRPORT_01,COMP_GREEN_03,Green Bank,23.3152
ATM_AIRPORT_01,COMP_GREEN_04,Green Bank,21.6821
ATM_AIRPORT_01,COMP_GREEN_05,Green Bank,6.9844
ATM_AIRPORT_01,COMP_GREEN_06,Green Bank,1.943
ATM_AIRPORT_01,COMP_GREEN_07,Green Bank,13.3851
ATM_AIRPORT_01,COMP_GREEN_08,Green Bank,37.923
ATM_AIRPORT_01,COMP_GREEN_09,Green Bank,11.503
ATM_AIRPORT_01,COMP_GREEN_10,Green Bank,2.4431
ATM_AIRPORT_01,COMP_GREEN_11,Green Bank,16.0119
ATM_AIRPORT_01,COMP_GREEN_12,Green Bank,36.6571
ATM_AIRPORT_01,COMP_GREEN_13,Green Bank,8.8183
ATM_AIRPORT_01,COMP_GREEN_14,Green Bank,2.8706
ATM_AIRPORT_01,COMP_GREEN_15,Green Bank,11.8607
ATM_AIRPORT_01,COMP_GREEN_16,Green Bank,27.058
ATM_AIRPORT_01,COMP_PURPLE_01,Purple Bank,6.4916
ATM_AIRPORT_01,COMP_PURPLE_02,Purple Bank,3.8315
ATM_AIRPORT_01,COMP_PURPLE_03,Purple Bank,19.6666
ATM_AIRPORT_01,COMP_PURPLE_04,Purple Bank,37.5442
ATM_AIRPORT_01,COMP_PURPLE_05,Purple Bank,5.3163
ATM_AIRPORT_01,COMP_PURPLE_06,Purple Bank,3.8786
ATM_AIRPORT_01,COMP_PURPLE_07,Purple Bank,24.2916
ATM_AIRPORT_01,COMP_PURPLE_08,Purple Bank,26.7948
ATM_AIRPORT_01,COMP_PURPLE_09,Purple Bank,8.7623
ATM_AIRPORT_01,COMP_PURPLE_10,Purple Bank,1.5457
ATM_AIRPORT_01,COMP_PURPLE_11,Purple Bank,12.2177
ATM_AIRPORT_01,COMP_PURPLE_12,Purple Bank,42.0275
ATM_AIRPORT_01,COMP_PURPLE_13,Purple Bank,8.5886
ATM_AIRPORT_01,COMP_TEAL_01,Teal Bank,9.348
ATM_AIRPORT_01,COMP_TEAL_02,Teal Bank,3.6528
ATM_AIRPORT_01,COMP_TEAL_03,Teal Bank,13.4067
ATM_AIRPORT_01,COMP_TEAL_04,Teal Bank,36.6145
ATM_AIRPORT_01,COMP_TEAL_05,Teal Bank,9.2561
ATM_AIRPORT_01,COMP_TEAL_06,Teal Bank,1.5766
ATM_AIRPORT_01,COMP_TEAL_07,Teal Bank,21.894
ATM_AIRPORT_01,COMP_TEAL_08,Teal Bank,38.2705
ATM_AIRPORT_01,COMP_TEAL_09,Teal Bank,4.5687
ATM_AIRPORT_01,COMP_TEAL_10,Teal Bank,3.6625
ATM_AIRPORT_01,COMP_TEAL_11,Teal Bank,16.6179
ATM_AIRPORT_01,COMP_TEAL_12,Teal Bank,40.7195
ATM_AIRPORT_01,COMP_TEAL_13,Teal Bank,6.9442
ATM_SITRA_01,COMP_RED_01,Red Bank,9.3573
ATM_SITRA_01,COMP_RED_02,Red Bank,11.0682
ATM_SITRA_01,COMP_RED_03,Red Bank,14.7525
ATM_SITRA_01,COMP_RED_04,Red Bank,14.7036
