atm_id,date,opening_balance,closing_balance,total_withdrawals,replenishment_amount,replenishment_cost
ATM_SEEF_01,2025-08-24,25939.631,23075.719,2863.912,0.000,0.000
ATM_SEEF_01,2025-08-25,23075.719,15530.713,7545.006,0.000,0.000
ATM_SEEF_01,2025-08-26,15530.713,8353.457,7177.256,0.000,0.000
ATM_SEEF_01,2025-08-27,8353.457,30365.201,5040.001,27051.745,41.655
ATM_SEEF_01,2025-08-28,30365.201,24194.739,6170.462,0.000,0.000
ATM_SEEF_01,2025-08-29,24194.739,20720.560,3474.179,0.000,0.000
ATM_SEEF_01,2025-08-30,20720.560,17401.210,3319.350,0.000,0.000
ATM_SEEF_01,2025-08-31,17401.210,14361.463,3039.747,0.000,0.000
ATM_SEEF_01,2025-09-01,14361.463,8136.449,6225.014,0.000,0.000
ATM_SEEF_01,2025-09-02,8136.449,30016.093,6352.510,28232.154,29.522
ATM_SEEF_01,2025-09-03,30016.093,21252.109,8763.984,0.000,0.000
ATM_SEEF_01,2025-09-04,21252.109,15482.357,5769.752,0.000,0.000
ATM_SEEF_01,2025-09-05,15482.357,12021.399,3460.958,0.000,0.000
ATM_SEEF_01,2025-09-06,12021.399,7746.460,4274.939,0.000,0.000
ATM_SEEF_01,2025-09-07,7746.460,30992.650,3870.359,27116.549,41.467
ATM_SEEF_01,2025-09-08,30992.650,22738.539,8254.111,0.000,0.000
ATM_SEEF_01,2025-09-09,22738.539,17372.575,5365.964,0.000,0.000
ATM_SEEF_01,2025-09-10,17372.575,11555.690,5816.885,0.000,0.000
ATM_SEEF_01,2025-09-11,11555.690,32262.597,7057.622,27764.529,30.881
ATM_SEEF_01,2025-09-12,32262.597,29001.086,3261.511,0.000,0.000
ATM_SEEF_01,2025-09-13,29001.086,25421.058,3580.028,0.000,0.000
ATM_SEEF_01,2025-09-14,25421.058,21866.886,3554.172,0.000,0.000
ATM_SEEF_01,2025-09-15,21866.886,15326.518,6540.368,0.000,0.000
ATM_SEEF_01,2025-09-16,15326.518,8456.908,6869.610,0.000,0.000
ATM_SEEF_01,2025-09-17,8456.908,24411.763,5533.974,21488.829,29.475
ATM_SEEF_01,2025-09-18,24411.763,16243.904,8167.859,0.000,0.000
ATM_SEEF_01,2025-09-19,16243.904,12833.394,3410.510,0.000,0.000
ATM_SEEF_01,2025-09-20,12833.394,10177.024,2656.370,0.000,0.000
ATM_SEEF_01,2025-09-21,10177.024,5718.869,4458.155,0.000,0.000
ATM_SEEF_01,2025-09-22,5718.869,23639.506,6096.599,24017.236,35.573
ATM_SEEF_01,2025-09-23,23639.506,18591.967,5047.539,0.000,0.000
ATM_SEEF_01,2025-09-24,18591.967,10306.931,8285.036,0.000,0.000
ATM_SEEF_01,2025-09-25,10306.931,26250.885,7512.761,23456.715,33.739
ATM_SEEF_01,2025-09-26,26250.885,23004.345,3246.540,0.000,0.000
ATM_SEEF_01,2025-09-27,23004.345,19619.234,3385.111,0.000,0.000
ATM_SEEF_01,2025-09-28,19619.234,16588.108,3031.126,0.000,0.000
ATM_SEEF_01,2025-09-29,16588.108,9481.867,7106.241,0.000,0.000
ATM_SEEF_01,2025-09-30,9481.867,31116.990,7898.113,29533.236,39.681
ATM_SEEF_01,2025-10-01,31116.990,25032.995,6083.995,0.000,0.000
ATM_SEEF_01,2025-10-02,25032.995,18185.456,6847.539,0.000,0.000
ATM_SEEF_01,2025-10-03,18185.456,14053.331,4132.125,0.000,0.000
ATM_SEEF_01,2025-10-04,14053.331,10977.446,3075.885,0.000,0.000
ATM_SEEF_01,2025-10-05,10977.446,7423.684,3553.762,0.000,0.000
ATM_SEEF_01,2025-10-06,7423.684,29924.623,6470.281,28971.220,38.225
ATM_SEEF_01,2025-10-07,29924.623,22862.183,7062.440,0.000,0.000
ATM_SEEF_01,2025-10-08,22862.183,14857.751,8004.432,0.000,0.000
ATM_SEEF_01,2025-10-09,14857.751,7537.055,7320.696,0.000,0.000
ATM_SEEF_01,2025-10-10,7537.055,26656.243,4151.797,23270.985,35.445
ATM_SEEF_01,2025-10-11,26656.243,22698.491,3957.752,0.000,0.000
ATM_SEEF_01,2025-10-12,22698.491,18287.759,4410.732,0.000,0.000
ATM_SEEF_01,2025-10-13,18287.759,12542.951,5744.808,0.000,0.000
ATM_SEEF_01,2025-10-14,12542.951,23791.598,9093.515,20342.162,33.635
ATM_SEEF_01,2025-10-15,23791.598,16315.976,7475.622,0.000,0.000
ATM_SEEF_01,2025-10-16,16315.976,9270.843,7045.133,0.000,0.000
ATM_SEEF_01,2025-10-17,9270.843,5797.750,3473.093,0.000,0.000
ATM_SEEF_01,2025-10-18,5797.750,30977.312,2685.014,27864.576,36.910
ATM_SEEF_01,2025-10-19,30977.312,28344.069,2633.243,0.000,0.000
ATM_SEEF_01,2025-10-20,28344.069,21245.970,7098.099,0.000,0.000
ATM_SEEF_01,2025-10-21,21245.970,14474.575,6771.395,0.000,0.000
ATM_SEEF_01,2025-10-22,14474.575,5193.219,9281.356,0.000,0.000
ATM_SEEF_01,2025-10-23,5193.219,27463.178,6732.202,29002.161,31.089
ATM_SEEF_01,2025-10-24,27463.178,24078.238,3384.940,0.000,0.000
ATM_SEEF_01,2025-10-25,24078.238,20593.835,3484.403,0.000,0.000
ATM_SEEF_01,2025-10-26,20593.835,17709.868,2883.967,0.000,0.000
ATM_SEEF_01,2025-10-27,17709.868,10291.034,7418.834,0.000,0.000
ATM_SEEF_01,2025-10-28,10291.034,33284.834,6673.452,29667.252,34.699
ATM_SEEF_01,2025-10-29,33284.834,26914.853,6369.981,0.000,0.000
ATM_SEEF_01,2025-10-30,26914.853,20797.921,6116.932,0.000,0.000
ATM_SEEF_01,2025-10-31,20797.921,16782.983,4014.938,0.000,0.000
ATM_SEEF_01,2025-11-01,16782.983,13696.219,3086.764,0.000,0.000
ATM_SEEF_01,2025-11-02,13696.219,10679.477,3016.742,0.000,0.000
ATM_SEEF_01,2025-11-03,10679.477,32210.924,6669.274,28200.721,41.796
ATM_SEEF_01,2025-11-04,32210.924,26228.489,5982.435,0.000,0.000
ATM_SEEF_01,2025-11-05,26228.489,18583.907,7644.582,0.000,0.000
ATM_SEEF_01,2025-11-06,18583.907,10250.747,8333.160,0.000,0.000
ATM_SEEF_01,2025-11-07,10250.747,6473.634,3777.113,0.000,0.000
ATM_SEEF_01,2025-11-08,6473.634,26978.552,3380.249,23885.167,28.514
ATM_SEEF_01,2025-11-09,26978.552,23598.089,3380.463,0.000,0.000
ATM_SEEF_01,2025-11-10,23598.089,16446.220,7151.869,0.000,0.000
ATM_SEEF_01,2025-11-11,16446.220,9306.739,7139.481,0.000,0.000
ATM_SEEF_01,2025-11-12,9306.739,27241.109,9149.534,27083.904,34.386
ATM_SEEF_01,2025-11-13,27241.109,20324.281,6916.828,0.000,0.000
ATM_SEEF_01,2025-11-14,20324.281,16998.503,3325.778,0.000,0.000
ATM_SEEF_01,2025-11-15,16998.503,13924.616,3073.887,0.000,0.000
ATM_SEEF_01,2025-11-16,13924.616,11027.664,2896.952,0.000,0.000
ATM_SEEF_01,2025-11-17,11027.664,30808.501,8215.317,27996.154,39.133
ATM_SEEF_01,2025-11-18,30808.501,25503.669,5304.832,0.000,0.000
ATM_SEEF_01,2025-11-19,25503.669,17561.398,7942.271,0.000,0.000
ATM_SEEF_01,2025-11-20,17561.398,10628.760,6932.638,0.000,0.000
ATM_SEEF_01,2025-11-21,10628.760,7978.050,2650.710,0.000,0.000
ATM_SEEF_01,2025-11-22,7978.050,29073.166,3644.309,24739.425,18.404
ATM_SEEF_01,2025-11-23,29073.166,25500.242,3572.924,0.000,0.000
ATM_SEEF_01,2025-11-24,25500.242,19336.456,6163.786,0.000,0.000
ATM_SEEF_01,2025-11-25,19336.456,10698.627,8637.829,0.000,0.000
ATM_SEEF_01,2025-11-26,10698.627,25081.848,6575.771,20958.992,34.261
ATM_SEEF_01,2025-11-27,25081.848,17334.681,7747.167,0.000,0.000
ATM_SEEF_01,2025-11-28,17334.681,13439.825,3894.856,0.000,0.000
ATM_SEEF_01,2025-11-29,13439.825,9870.201,3569.624,0.000,0.000
ATM_SEEF_01,2025-11-30,9870.201,5757.919,4112.282,0.000,0.000
ATM_SEEF_01,2025-12-01,5757.919,23225.286,7132.491,24599.858,22.466
ATM_SEEF_01,2025-12-02,23225.286,15711.194,7514.092,0.000,0.000
ATM_SEEF_01,2025-12-03,15711.194,9097.752,6613.442,0.000,0.000
ATM_SEEF_01,2025-12-04,9097.752,23386.563,6775.426,21064.237,18.765
ATM_SEEF_01,2025-12-05,23386.563,20629.075,2757.488,0.000,0.000
ATM_SEEF_01,2025-12-06,20629.075,17672.900,2956.175,0.000,0.000
ATM_SEEF_01,2025-12-07,17672.900,14406.188,3266.712,0.000,0.000
ATM_SEEF_01,2025-12-08,14406.188,9275.083,5131.105,0.000,0.000
ATM_SEEF_01,2025-12-09,9275.083,23294.632,9170.817,23190.366,27.747
ATM_SEEF_01,2025-12-10,23294.632,17472.439,5822.193,0.000,0.000
ATM_SEEF_01,2025-12-11,17472.439,9035.586,8436.853,0.000,0.000
ATM_SEEF_01,2025-12-12,9035.586,5499.636,3535.950,0.000,0.000
ATM_SEEF_01,2025-12-13,5499.636,24878.728,2551.669,21930.761,21.342
ATM_SEEF_01,2025-12-14,24878.728,22119.856,2758.872,0.000,0.000
ATM_SEEF_01,2025-12-15,22119.856,14203.574,7916.282,0.000,0.000
ATM_SEEF_01,2025-12-16,14203.574,9288.382,4915.192,0.000,0.000
ATM_SEEF_01,2025-12-17,9288.382,23092.864,7139.295,20943.777,25.890
ATM_SEEF_01,2025-12-18,23092.864,15707.969,7384.895,0.000,0.000
ATM_SEEF_01,2025-12-19,15707.969,11610.836,4097.133,0.000,0.000
ATM_SEEF_01,2025-12-20,11610.836,8873.335,2737.501,0.000,0.000
ATM_SEEF_01,2025-12-21,8873.335,5590.595,3282.740,0.000,0.000
ATM_SEEF_01,2025-12-22,5590.595,20178.653,6391.152,20979.210,29.087
ATM_SEEF_01,2025-12-23,20178.653,13003.010,7175.643,0.000,0.000
ATM_SEEF_01,2025-12-24,13003.010,7048.749,5954.261,0.000,0.000
ATM_SEEF_01,2025-12-25,7048.749,23252.556,6402.817,22606.624,40.040
ATM_SEEF_01,2025-12-26,23252.556,20171.393,3081.163,0.000,0.000
ATM_SEEF_01,2025-12-27,20171.393,16992.777,3178.616,0.000,0.000
ATM_SEEF_01,2025-12-28,16992.777,14461.787,2530.990,0.000,0.000
ATM_SEEF_01,2025-12-29,14461.787,7472.051,6989.736,0.000,0.000
ATM_SEEF_01,2025-12-30,7472.051,27470.928,5717.203,25716.080,44.266
ATM_SEEF_01,2025-12-31,27470.928,19709.965,7760.963,0.000,0.000
ATM_SEEF_01,2026-01-01,19709.965,11240.828,8469.137,0.000,0.000
ATM_SEEF_01,2026-01-02,11240.828,7714.335,3526.493,0.000,0.000
ATM_SEEF_01,2026-01-03,7714.335,26972.362,4499.669,23757.696,24.486
ATM_SEEF_01,2026-01-04,26972.362,23046.078,3926.284,0.000,0.000
ATM_SEEF_01,2026-01-05,23046.078,14267.149,8778.929,0.000,0.000
ATM_SEEF_01,2026-01-06,14267.149,7665.075,6602.074,0.000,0.000
ATM_SEEF_01,2026-01-07,7665.075,21704.960,6560.072,20599.957,36.054
ATM_SEEF_01,2026-01-08,21704.960,15608.655,6096.305,0.000,0.000
ATM_SEEF_01,2026-01-09,15608.655,12224.336,3384.319,0.000,0.000
ATM_SEEF_01,2026-01-10,12224.336,8360.952,3863.384,0.000,0.000
ATM_SEEF_01,2026-01-11,8360.952,5550.692,2810.260,0.000,0.000
ATM_SEEF_01,2026-01-12,5550.692,21471.656,6135.840,22056.804,32.581
ATM_SEEF_01,2026-01-13,21471.656,15054.266,6417.390,0.000,0.000
ATM_SEEF_01,2026-01-14,15054.266,7373.147,7681.119,0.000,0.000
ATM_SEEF_01,2026-01-15,7373.147,28818.101,5449.443,26894.397,37.919
ATM_SEEF_01,2026-01-16,28818.101,24410.341,4407.760,0.000,0.000
ATM_SEEF_01,2026-01-17,24410.341,21060.026,3350.315,0.000,0.000
ATM_SEEF_01,2026-01-18,21060.026,18327.549,2732.477,0.000,0.000
ATM_SEEF_01,2026-01-19,18327.549,12749.415,5578.134,0.000,0.000
ATM_SEEF_01,2026-01-20,12749.415,7417.412,5332.003,0.000,0.000
ATM_SEEF_01,2026-01-21,7417.412,23925.534,8843.036,25351.158,17.339
ATM_SEEF_01,2026-01-22,23925.534,17771.256,6154.278,0.000,0.000
ATM_SEEF_01,2026-01-23,17771.256,13955.175,3816.081,0.000,0.000
ATM_SEEF_01,2026-01-24,13955.175,10392.928,3562.247,0.000,0.000
ATM_SEEF_01,2026-01-25,10392.928,5869.914,4523.014,0.000,0.000
ATM_SEEF_01,2026-01-26,5869.914,18358.032,8624.644,21112.762,36.646
ATM_SEEF_01,2026-01-27,18358.032,10963.125,7394.907,0.000,0.000
ATM_SEEF_01,2026-01-28,10963.125,24589.281,9230.318,22856.474,17.214
ATM_SEEF_01,2026-01-29,24589.281,16739.540,7849.741,0.000,0.000
ATM_SEEF_01,2026-01-30,16739.540,13120.032,3619.508,0.000,0.000
ATM_SEEF_01,2026-01-31,13120.032,9679.934,3440.098,0.000,0.000
ATM_AALI_01,2025-08-01,34473.068,19676.780,14796.288,0.000,0.000
ATM_AALI_01,2025-08-02,19676.780,40564.531,16611.649,37499.400,25.605
ATM_AALI_01,2025-08-03,40564.531,25021.573,15542.958,0.000,0.000
ATM_AALI_01,2025-08-04,25021.573,13276.008,11745.565,0.000,0.000
ATM_AALI_01,2025-08-05,13276.008,39810.465,9348.565,35883.022,40.021
ATM_AALI_01,2025-08-06,39810.465,31966.023,7844.442,0.000,0.000
ATM_AALI_01,2025-08-07,31966.023,21202.564,10763.459,0.000,0.000
ATM_AALI_01,2025-08-08,21202.564,8203.612,12998.952,0.000,0.000
ATM_AALI_01,2025-08-09,8203.612,30320.338,17733.566,39850.292,40.005
ATM_AALI_01,2025-08-10,30320.338,15338.624,14981.714,0.000,0.000
ATM_AALI_01,2025-08-11,15338.624,54657.366,8504.190,47822.932,27.558
ATM_AALI_01,2025-08-12,54657.366,46402.055,8255.311,0.000,0.000
ATM_AALI_01,2025-08-13,46402.055,38385.974,8016.081,0.000,0.000
ATM_AALI_01,2025-08-14,38385.974,29459.778,8926.196,0.000,0.000
ATM_AALI_01,2025-08-15,29459.778,17030.627,12429.151,0.000,0.000
ATM_AALI_01,2025-08-16,17030.627,40694.677,12094.967,35759.017,29.277
ATM_AALI_01,2025-08-17,40694.677,25048.778,15645.899,0.000,0.000
ATM_AALI_01,2025-08-18,25048.778,15688.277,9360.501,0.000,0.000
ATM_AALI_01,2025-08-19,15688.277,38086.248,11002.355,33400.326,35.298
ATM_AALI_01,2025-08-20,38086.248,29471.418,8614.830,0.000,0.000
ATM_AALI_01,2025-08-21,29471.418,20896.636,8574.782,0.000,0.000
ATM_AALI_01,2025-08-22,20896.636,34779.063,18395.501,32277.928,24.016
ATM_AALI_01,2025-08-23,34779.063,21006.610,13772.453,0.000,0.000
ATM_AALI_01,2025-08-24,21006.610,42824.422,17948.019,39765.831,27.013
ATM_AALI_01,2025-08-25,42824.422,35735.291,7089.131,0.000,0.000
ATM_AALI_01,2025-08-26,35735.291,28344.661,7390.630,0.000,0.000
ATM_AALI_01,2025-08-27,28344.661,20029.113,8315.548,0.000,0.000
ATM_AALI_01,2025-08-28,20029.113,10154.529,9874.584,0.000,0.000
ATM_AALI_01,2025-08-29,10154.529,37008.802,13147.340,40001.613,25.301
ATM_AALI_01,2025-08-30,37008.802,17812.813,19195.989,0.000,0.000
ATM_AALI_01,2025-08-31,17812.813,34745.700,18309.004,35241.891,25.880
ATM_AALI_01,2025-09-01,34745.700,27787.928,6957.772,0.000,0.000
ATM_AALI_01,2025-09-02,27787.928,16252.672,11535.256,0.000,0.000
ATM_AALI_01,2025-09-03,16252.672,38956.073,10651.980,33355.381,22.634
ATM_AALI_01,2025-09-04,38956.073,26820.933,12135.140,0.000,0.000
ATM_AALI_01,2025-09-05,26820.933,44444.891,19618.152,37242.110,44.868
ATM_AALI_01,2025-09-06,44444.891,26226.034,18218.857,0.000,0.000
ATM_AALI_01,2025-09-07,26226.034,12657.460,13568.574,0.000,0.000
ATM_AALI_01,2025-09-08,12657.460,46920.094,11654.334,45916.968,40.043
ATM_AALI_01,2025-09-09,46920.094,34902.588,12017.506,0.000,0.000
ATM_AALI_01,2025-09-10,34902.588,24057.975,10844.613,0.000,0.000
ATM_AALI_01,2025-09-11,24057.975,13734.016,10323.959,0.000,0.000
ATM_AALI_01,2025-09-12,13734.016,41883.471,15454.499,43603.954,33.596
ATM_AALI_01,2025-09-13,41883.471,28161.832,13721.639,0.000,0.000
ATM_AALI_01,2025-09-14,28161.832,12633.686,15528.146,0.000,0.000
ATM_AALI_01,2025-09-15,12633.686,38468.102,10370.484,36204.900,30.606
ATM_AALI_01,2025-09-16,38468.102,27461.817,11006.285,0.000,0.000
ATM_AALI_01,2025-09-17,27461.817,15049.450,12412.367,0.000,0.000
ATM_AALI_01,2025-09-18,15049.450,40845.456,11358.405,37154.411,21.184
ATM_AALI_01,2025-09-19,40845.456,23843.445,17002.011,0.000,0.000
ATM_AALI_01,2025-09-20,23843.445,38348.850,18887.442,33392.847,23.908
ATM_AALI_01,2025-09-21,38348.850,19631.716,18717.134,0.000,0.000
ATM_AALI_01,2025-09-22,19631.716,8183.311,11448.405,0.000,0.000
ATM_AALI_01,2025-09-23,8183.311,42965.644,9191.496,43973.829,43.964
ATM_AALI_01,2025-09-24,42965.644,31311.140,11654.504,0.000,0.000
ATM_AALI_01,2025-09-25,31311.140,19844.323,11466.817,0.000,0.000
ATM_AALI_01,2025-09-26,19844.323,38144.140,19940.544,38240.361,25.122
ATM_AALI_01,2025-09-27,38144.140,21748.970,16395.170,0.000,0.000
ATM_AALI_01,2025-09-28,21748.970,52263.243,16508.581,47022.854,23.155
ATM_AALI_01,2025-09-29,52263.243,43012.330,9250.913,0.000,0.000
ATM_AALI_01,2025-09-30,43012.330,31672.488,11339.842,0.000,0.000
ATM_AALI_01,2025-10-01,31672.488,22115.683,9556.805,0.000,0.000
ATM_AALI_01,2025-10-02,22115.683,10360.270,11755.413,0.000,0.000
ATM_AALI_01,2025-10-03,10360.270,36237.054,13449.463,39326.247,32.867
ATM_AALI_01,2025-10-04,36237.054,19274.767,16962.287,0.000,0.000
ATM_AALI_01,2025-10-05,19274.767,42887.546,16154.317,39767.096,30.705
ATM_AALI_01,2025-10-06,42887.546,30398.455,12489.091,0.000,0.000
ATM_AALI_01,2025-10-07,30398.455,21121.455,9277.000,0.000,0.000
ATM_AALI_01,2025-10-08,21121.455,11457.237,9664.218,0.000,0.000
ATM_AALI_01,2025-10-09,11457.237,45996.829,12152.509,46692.101,19.846
ATM_AALI_01,2025-10-10,45996.829,31185.101,14811.728,0.000,0.000
ATM_AALI_01,2025-10-11,31185.101,13802.627,17382.474,0.000,0.000
ATM_AALI_01,2025-10-12,13802.627,40776.804,16532.808,43506.985,40.475
ATM_AALI_01,2025-10-13,40776.804,30417.389,10359.415,0.000,0.000
ATM_AALI_01,2025-10-14,30417.389,19566.338,10851.051,0.000,0.000
ATM_AALI_01,2025-10-15,19566.338,48125.950,11868.577,40428.189,24.978
ATM_AALI_01,2025-10-16,48125.950,39025.667,9100.283,0.000,0.000
ATM_AALI_01,2025-10-17,39025.667,24183.904,14841.763,0.000,0.000
ATM_AALI_01,2025-10-18,24183.904,41714.931,20281.557,37812.584,28.270
ATM_AALI_01,2025-10-19,41714.931,26506.132,15208.799,0.000,0.000
ATM_AALI_01,2025-10-20,26506.132,15552.928,10953.204,0.000,0.000
ATM_AALI_01,2025-10-21,15552.928,52084.524,9742.254,46273.850,44.595
ATM_AALI_01,2025-10-22,52084.524,42582.110,9502.414,0.000,0.000
ATM_AALI_01,2025-10-23,42582.110,34721.536,7860.574,0.000,0.000
ATM_AALI_01,2025-10-24,34721.536,18655.400,16066.136,0.000,0.000
ATM_AALI_01,2025-10-25,18655.400,37858.603,15197.629,34400.832,29.179
ATM_AALI_01,2025-10-26,37858.603,20408.264,17450.339,0.000,0.000
ATM_AALI_01,2025-10-27,20408.264,11013.844,9394.420,0.000,0.000
ATM_AALI_01,2025-10-28,11013.844,37246.500,8345.095,34577.751,23.967
ATM_AALI_01,2025-10-29,37246.500,25877.094,11369.406,0.000,0.000
ATM_AALI_01,2025-10-30,25877.094,16942.458,8934.636,0.000,0.000
ATM_AALI_01,2025-10-31,16942.458,36923.376,16412.203,36393.121,30.314
ATM_AALI_01,2025-11-01,36923.376,24483.769,12439.607,0.000,0.000
ATM_AALI_01,2025-11-02,24483.769,13153.640,11330.129,0.000,0.000
ATM_AALI_01,2025-11-03,13153.640,41566.768,11249.601,39662.729,38.827
ATM_AALI_01,2025-11-04,41566.768,31802.485,9764.283,0.000,0.000
ATM_AALI_01,2025-11-05,31802.485,21703.901,10098.584,0.000,0.000
ATM_AALI_01,2025-11-06,21703.901,13810.096,7893.805,0.000,0.000
ATM_AALI_01,2025-11-07,13810.096,41026.015,12928.630,40144.549,16.192
ATM_AALI_01,2025-11-08,41026.015,26721.706,14304.309,0.000,0.000
ATM_AALI_01,2025-11-09,26721.706,8259.240,18462.466,0.000,0.000
ATM_AALI_01,2025-11-10,8259.240,45951.447,7646.013,45338.220,44.448
ATM_AALI_01,2025-11-11,45951.447,38087.753,7863.694,0.000,0.000
ATM_AALI_01,2025-11-12,38087.753,26551.291,11536.462,0.000,0.000
ATM_AALI_01,2025-11-13,26551.291,18684.782,7866.509,0.000,0.000
ATM_AALI_01,2025-11-14,18684.782,49564.636,13343.915,44223.769,43.943
ATM_AALI_01,2025-11-15,49564.636,33116.437,16448.199,0.000,0.000
ATM_AALI_01,2025-11-16,33116.437,19363.624,13752.813,0.000,0.000
ATM_AALI_01,2025-11-17,19363.624,11594.824,7768.800,0.000,0.000
ATM_AALI_01,2025-11-18,11594.824,36986.478,8521.599,33913.253,31.753
ATM_AALI_01,2025-11-19,36986.478,26739.474,10247.004,0.000,0.000
ATM_AALI_01,2025-11-20,26739.474,18628.752,8110.722,0.000,0.000
ATM_AALI_01,2025-11-21,18628.752,52262.641,13259.898,46893.787,22.965
ATM_AALI_01,2025-11-22,52262.641,35496.448,16766.193,0.000,0.000
ATM_AALI_01,2025-11-23,35496.448,21627.282,13869.166,0.000,0.000
ATM_AALI_01,2025-11-24,21627.282,12517.297,9109.985,0.000,0.000
ATM_AALI_01,2025-11-25,12517.297,39378.755,10339.190,37200.648,33.486
ATM_AALI_01,2025-11-26,39378.755,27913.528,11465.227,0.000,0.000
ATM_AALI_01,2025-11-27,27913.528,17166.245,10747.283,0.000,0.000
ATM_AALI_01,2025-11-28,17166.245,34753.909,20094.364,37682.028,42.561
ATM_AALI_01,2025-11-29,34753.909,20868.773,13885.136,0.000,0.000
ATM_AALI_01,2025-11-30,20868.773,46199.928,14229.333,39560.488,34.956
ATM_AALI_01,2025-12-01,46199.928,35429.137,10770.791,0.000,0.000
ATM_AALI_01,2025-12-02,35429.137,27300.015,8129.122,0.000,0.000
ATM_AALI_01,2025-12-03,27300.015,17635.164,9664.851,0.000,0.000
ATM_AALI_01,2025-12-04,17635.164,39549.141,11289.009,33202.986,17.476
ATM_AALI_01,2025-12-05,39549.141,19588.737,19960.404,0.000,0.000
ATM_AALI_01,2025-12-06,19588.737,46526.912,15745.099,42683.274,37.611
ATM_AALI_01,2025-12-07,46526.912,32446.291,14080.621,0.000,0.000
ATM_AALI_01,2025-12-08,32446.291,22179.955,10266.336,0.000,0.000
ATM_AALI_01,2025-12-09,22179.955,10884.996,11294.959,0.000,0.000
ATM_AALI_01,2025-12-10,10884.996,44594.908,9791.923,43501.835,28.523
ATM_AALI_01,2025-12-11,44594.908,35563.539,9031.369,0.000,0.000
ATM_AALI_01,2025-12-12,35563.539,22085.487,13478.052,0.000,0.000
ATM_AALI_01,2025-12-13,22085.487,37598.760,16969.866,32483.139,18.358
ATM_AALI_01,2025-12-14,37598.760,23703.440,13895.320,0.000,0.000
ATM_AALI_01,2025-12-15,23703.440,14418.567,9284.873,0.000,0.000
ATM_AALI_01,2025-12-16,14418.567,39545.865,10404.266,35531.564,30.358
ATM_AALI_01,2025-12-17,39545.865,29251.503,10294.362,0.000,0.000
ATM_AALI_01,2025-12-18,29251.503,21475.217,7776.286,0.000,0.000
ATM_AALI_01,2025-12-19,21475.217,42150.745,20397.305,41072.833,18.563
ATM_AALI_01,2025-12-20,42150.745,28028.894,14121.851,0.000,0.000
ATM_AALI_01,2025-12-21,28028.894,14096.344,13932.550,0.000,0.000
ATM_AALI_01,2025-12-22,14096.344,44621.166,9707.821,40232.643,31.971
ATM_AALI_01,2025-12-23,44621.166,36937.381,7683.785,0.000,0.000
ATM_AALI_01,2025-12-24,36937.381,27241.190,9696.191,0.000,0.000
ATM_AALI_01,2025-12-25,27241.190,18570.762,8670.428,0.000,0.000
ATM_AALI_01,2025-12-26,18570.762,34330.559,17712.177,33471.974,25.496
ATM_AALI_01,2025-12-27,34330.559,18027.857,16302.702,0.000,0.000
ATM_AALI_01,2025-12-28,18027.857,43404.070,11700.738,37076.951,44.358
ATM_AALI_01,2025-12-29,43404.070,30562.854,12841.216,0.000,0.000
ATM_AALI_01,2025-12-30,30562.854,20337.733,10225.121,0.000,0.000
ATM_AALI_01,2025-12-31,20337.733,11178.109,9159.624,0.000,0.000
ATM_AALI_01,2026-01-01,11178.109,46148.173,11113.203,46083.267,44.563
ATM_AALI_01,2026-01-02,46148.173,31242.106,14906.067,0.000,0.000
ATM_AALI_01,2026-01-03,31242.106,14483.745,16758.361,0.000,0.000
ATM_AALI_01,2026-01-04,14483.745,44381.561,15319.924,45217.740,28.011
